name,networth,education
Claiborne Pell,,Princeton University
Clair Cameron Patterson,,University of Chicago
Clair Engle,,University of California Hastings College of the Law
Claire Bazy-Malaurie,,Sciences Po
Claire Bishop,,University of Cambridge
Claire Bolderson,,St Hilda's College Oxford
Claire Byrne,,University College Dublin
Claire C. Cecchi,,Fordham University School of Law
Claire Chazal,,HEC Paris
Claire Colebrook,,University of Edinburgh
Claire Curtis-Thomas,,Staffordshire University
Claire D. Ayer,,Jeanne_Mance_School_of_Nursing
Claire D. Cronin,,Stonehill College
Claire Danes,,Lycée Français de Los Angeles
Claire Delfin,,Silliman University
Claire Eagan,,Fordham University School of Law
Claire Fagin,,New York University
Claire Forlani,,Arts Educational Schools London
Claire Goose,,Italia Conti Academy of Theatre Arts
Claire Hanna ,,Queen's University Belfast
Claire Holt,,Stuartholme School
Claire J. Tomlin,,University of Waterloo
Claire Kelly Schultz,,Juniata College
Claire Kober,,Keele University
Claire Kremen,,Duke University
Claire Leka,,American University
Claire Levy,,Case Western Reserve University
Claire Marshall,,Blundell's School
Claire Marshall,,Cardiff University
Claire McCaskill,,University of Missouri
Claire Mowat,,Graphic designer
Claire Mowat,,Havergal College
Claire Palley,,University of Cape Town
Claire Perry,,Harvard University
Claire R. Kelly,,Brooklyn Law School
Claire Rayner,,City of London School for Girls
Claire Ridgway,,Alcester Grammar School
Claire Ridgway,,University of Warwick
Claire Robling,,St. Catherine University
Claire Shipman,,School of International and Public Affairs Columbia University
Claire Smith,,University of New England (Australia)
Claire Sugden,,Ulster University
Claire Summers,,Howell's School Llandaff
Claire V. Broome,,Harvard University
Claire Vaye Watkins,,Ohio State University
Claire Voisin,,University of Paris-Sud
Claire Wainwright,,Melbourne
Claire Ward,,University of Law
Claire Williams ,,Newcastle University
Clancy Brown,,Northwestern University
Clancy O'Connor,,Juilliard School
Clara Belle Williams,,New Mexico State University
Clara Chou,,Harvard University
Clara H. Hasse,,University of Michigan
Clara Immerwahr,,University of Wrocław
Clara Janés,,University of Pamplona
Clara Jeffery,,Carleton College
Clara Lee,,El Camino College
Clara Lida,,Princeton University
Clara Longworth de Chambrun,,University of Paris
Clara López Obregón,,Legum Doctor
Clara Ng,,Ohio State University
Clara Rojas,,Del Rosario University
Clara Shih,,Master of Science
Clara Southmayd Ludlow,,Master of Arts
Clara Stanton Jones,,University of Michigan
Clara Sue Kidwell,,University of Oklahoma
Clare Balding,,University of Cambridge
Clare Bowen,,University of Wollongong
Clare Cavanagh,,Harvard University
Clare Daly,,Dublin City University
Clare Drake,,University of British Columbia
Clare E. Connors,,Harvard Law School
Clare G. Fenerty,,Saint Joseph's University
Clare Grey,,University of Oxford
Clare Kramer,,Tisch School of the Arts
Clare Lockhart,,Harvard University
Clare Marx,,UCL Medical School
Clare Montgomery,,University College London
Clare Nasir,,Elizabeth Woodville School
Clare O'Neil,,Harvard University
Clare Rewcastle Brown,,London School of Economics
Clare Short,,University of Leeds
Clarena Brockie,,Montana State University–Northern
Clarence %22Jeep%22 Jones,,Winston-Salem State University
Clarence A. Barnes,,Yale University
"Clarence Addison Brimmer, Jr.",,Rawlins High School
Clarence Allen ,,Reed College
Clarence Arlen Beam,,University of Nebraska–Lincoln
Clarence Barbour,,Brown University
Clarence Bass,,Juris Doctor
Clarence Bass,,University of New Mexico School of Law
Clarence Bradford,,Grambling State University
Clarence Campbell,,University of Alberta
Clarence Chant,,Harvard University
Clarence Cooper ,,Harvard University
Clarence Crafoord,,Karolinska Institutet
Clarence D. Bell,,Harvard Law School
Clarence D. Martin,,University of Washington
Clarence Darrow,,University of Michigan Law School
Clarence Day,,St. Paul's School (New Hampshire)
Clarence Dennis,,Johns Hopkins
Clarence Dill,,Ohio Wesleyan University
Clarence Dillon,,Harvard University
Clarence Dutton,,Yale College
Clarence E. Hancock,,New York Law School
Clarence E. Macartney,,University of Wisconsin–Madison
Clarence Eldridge,,University of Michigan
Clarence Ellis ,,Beloit College
Clarence Emir Allen,,Case Western Reserve University
Clarence Emmeren Kobuski,,Cornell University
Clarence F. Lea,,University of Denver
Clarence Faulk,,University of Missouri
Clarence Gonstead,,Palmer College of Chiropractic
Clarence Hoffman,,South Dakota State University
Clarence J. Brown,,Washington and Lee University School of Law
Clarence King,,Yale University
Clarence Lusane,,Howard University
Clarence M. Burton,,University of Michigan
Clarence M. Kelley,,University of Missouri–Kansas City
"Clarence M. Mitchell, Jr.",,Lincoln University (Pennsylvania)
"Clarence M. Pendleton, Jr.",,Dunbar High School (Washington D.C.)
Clarence N. Hickman,,Clark University
"Clarence P. Cazalot, Jr.",,Louisiana State University
Clarence Page,,Ohio University
Clarence Ray Carpenter,,Duke University
Clarence Raymond Adams,,Harvard University
"Clarence S. Clay, Jr.",,Kansas State University
Clarence Streit,,Sorbonne
Clarence Sumner Janifer,,New York Medical College
Clarence Thomas,,Conception Abbey
Clarence Van Riet Lowe,,University of Cape Town
Clarence W. Allgood,,Birmingham School of Law
Clarence W. Turner,,Valparaiso University
Clarence Wijewardena,,Hatton Sri Lanka
Clarice Navarro,,Otero Junior College
Clarice Reid,,University of Cincinnati Academic Health Center
Clarine Coffin Grenfell,,Hartford Seminary
Clarine Nardi Riddle,,Indiana University Maurer School of Law
Clarissa Minnie Thompson Allen,,Howard Junior High School
Clarissa Ward,,Yale University
Clarisse de Souza,,Pontifical Catholic University of Rio de Janeiro
Clark Barnes,,Davis & Elkins College
Clark Bisbee,,Albion College
Clark Bissell,,Yale College
Clark Blanchard Millikan,,Yale University
Clark Clifford,,Washington University in St. Louis
Clark Daniel Stearns,,United States Naval Academy
Clark Gaudin,,Paul M. Hebert Law Center
Clark Gilbert,,Harvard University
Clark Howard,,Central Michigan University
Clark Janell Davis,,University of Kentucky
Clark Johnson ,,Minnesota State University Mankato
Clark Kerr,,Swarthmore College
Clark L. Hull,,University of Michigan
Clark T. Hinman,,Ohio Wesleyan University
"Clark T. Randt, Jr.",,University of Michigan Law School
Clark Thomas Rogerson,,Cornell University
Clark Wissler,,Columbia University
Clarke Hogan,,Sewanee: The University of the South
Clarke Reed,,University of Missouri
Clarrie Harders,,University of Adelaide
Clarrie Isaacs,,Perth Modern School
Clate Mask,,Brigham Young University
Claud B. Ticehurst,,Tonbridge School
Claud B. Ticehurst,,St John's College Cambridge
Claud E. Cleeton,,University of Michigan
Claud Lovelace,,University of Cape Town
"Claud Schuster, 1st Baron Schuster",,New College Oxford
Claude-Emmanuel de Pastoret,,Aix-Marseille University
Claude-Louis Navier,,École des ponts ParisTech
Claude A. Buss,,Susquehanna University
Claude A. Swanson,,Randolph–Macon College
Claude A. Taylor,,University of South Carolina
Claude Allen,,Duke University School of Law
Claude Bartolone,,Pierre and Marie Curie University
Claude Berge,,University of Paris
Claude Bernard,,University of Paris
Claude Bissell,,University of Toronto
Claude Blagden,,Bradfield College
Claude Bourdet,,ETH Zurich
Claude Brinegar,,Stanford University
Claude Bébéar,,École Polytechnique
Claude C. Williams,,Vanderbilt University Divinity School
Claude Carignan,,Université de Montréal
Claude Chevalley,,University of Hamburg
Claude Cheysson,,École Polytechnique
Claude Chirac,,Panthéon-Assas University
Claude Coats,,University of Southern California
Claude Corbo,,Université de Montréal
Claude Corea,,Wesley College Colombo
Claude Dagens,,École Normale Supérieure
Claude Dulong-Sainteny,,École Nationale des Chartes
Claude E. Welch,,Harvard Medical School
Claude Ernest Dolman,,St Mary's Hospital Medical School
Claude Goasguen,,Panthéon-Assas University
Claude Guéant,,Sciences Po
Claude Hagège,,Lycée Louis-le-Grand
Claude Hagège,,École Normale Supérieure
Claude Hall,,University of Virginia
Claude Hill,,Emmanuel College Cambridge
Claude I. Bakewell,,Saint Louis University School of Law
Claude J. Kelly III,,Tulane University Law School
Claude Kitchin,,Wake Forest University
Claude Lajeunesse,,École Polytechnique de Montréal
"Claude M. Bolton, Jr.",,Troy University
Claude Massey,,University of Sydney
Claude Miller ,,Atlantic School of Theology
Claude Moraes,,Birkbeck University of London
Claude Nelson Warren,,University of California Los Angeles
Claude Pepper,,Harvard Law School
"Claude R. Kirk, Jr.",,University of Alabama
Claude R. Wickard,,Purdue University
Claude Rains,,Royal Academy of Dramatic Art
Claude Roger-Marx,,University of Paris
Claude S. Fischer,,Harvard University
Claude Shannon,,University of Michigan
Claude Sitton,,Emory University
Claude Steele,,Hiram College
Claude Taylor ,,McGill University
Claude Weaver,,University of Texas at Austin
"Claude Wendell Horton, Jr.",,University of Texas at Austin
Claude Williams ,,Université de Moncton
Claude de Cambronne,,École nationale supérieure de l'aéronautique et de l'espace
Claude Érignac,,Sciences Po
Claudette Colbert,,Art Students League of New York
Claudette Nevins,,New York University
Claudette Sorel,,Curtis Institute of Music
Claudia Alexander,,University of California Los Angeles
Claudia Ann Wilken,,UC Berkeley School of Law
Claudia Bandion-Ortner,,University of Graz
Claudia Blum,,University of Valle
Claudia Burton Bradley,,Bachelor of Medicine Bachelor of Surgery
Claudia Castaños,,Pontificia Universidad Católica Madre y Maestra
Claudia Coffey,,Indiana University
Claudia Cowan,,University of California Santa Barbara
Claudia Dey,,McGill University
Claudia Eder,,Hochschule für Musik und Theater München
Claudia Emerson,,University of North Carolina at Greensboro
Claudia Gould,,New York University
Claudia Jordan,,East Providence High School
Claudia Kim,,Ewha Womans University
Claudia L. Gordon,,Political science
Claudia Ledesma Abdala,,Catholic University of Santiago del Estero
Claudia Maria Buch,,University of Kiel
Claudia Mo,,Carleton University
Claudia Orange,,University of Auckland
Claudia Rankine,,Williams College
Claudia Roth,,Ludwig Maximilian University of Munich
Claudia Ruiz Massieu,,Universidad Iberoamericana
Claudia Schubert,,Frankfurt University of Music and Performing Arts
Claudia Tenney,,University of Cincinnati College of Law
Claudia Turbay Quintero,,New York University
Claudia di Girolamo,,University of Chile
Claudine Schneider,,Windham College
Claudio Aguirre,,Harvard Business School
Claudio Aranzadi,,Pantheon-Sorbonne University
Claudio Fernández-Aráoz,,Industrial engineering
Claudio Fernández-Aráoz,,Pontifical Catholic University of Argentina
Claudio Magris,,University of Turin
Claudio Orrego,,Harvard University
Claudio Scajola,,University of Genoa
Claudio Teehankee,,Ateneo de Manila University
Claudio de Jesus Ximenes,,University of Lisbon
Claudius Buchanan,,Queens' College Cambridge
Claus-Christian Carbon,,University of Trier
Claus-Wilhelm Canaris,,Ludwig Maximilian University of Munich
Claus E. Heinrich,,University of Mannheim
Claus Hjort Frederiksen,,University of Copenhagen
"Claus Moser, Baron Moser",,London School of Economics
Claus Roxin,,University of Göttingen
Claus von Bülow,,Trinity College Cambridge
Claver Gatete,,University of British Columbia
Clawson Roop,,University of Pennsylvania
Clay Athey,,Lord Fairfax Community College
Clay Aurand,,Kansas State University
Clay Clark,,Oral Roberts University
Clay Constantinou,,New York University
Clay Enos,,Ithaca College
Clay Felker,,Duke University
Clay Ford,,University of Arkansas School of Law
Clay Ingram,,Florida State University
Clay Pell,,Georgetown University Law Center
Clay Smothers,,Prairie View A&M University
Clay Tallman,,University of Michigan Law School
Clay Travis,,Vanderbilt University Law School
Clay Westervelt,,University of Southern California
Claybrook Cottingham,,Baylor University
Clayton Brough,,Brigham Young University
Clayton Hee,,University of Hawaii
Clayton Keith Yeutter,,Eustis High School
Clayton Luckie,,Sinclair Community College
Clayton M. Christensen,,Doctor of Business Administration
Clayton Rawson,,Ohio State University
Clayton Rose,,University of Chicago
Clayton Snyder,,Pepperdine University
Clayton Spencer,,Harvard University
"Clayton W. Williams, Sr.",,Texas A&M University
Cle Jeltes,,Glasgow
Cleavon Little,,San Diego City College
Clellan S. Ford,,Yale University
Clem Campbell,,Griffith University
Clem Christesen,,University of Queensland
Clem Hawke,,Adelaide College of Divinity
Clem McSpadden,,Oklahoma State University–Stillwater
Clem Newton-Brown,,University of Edinburgh
Clem S. Clarke,,Cornell University
Clemence Sophia Harned Lozier,,State University of New York Upstate Medical University
Clemencia Rodriguez,,Telecommunication
Clemencia Rodriguez,,Doctor of Philosophy
Clemens Fuest,,University of Cologne
Clemens Herschel,,Harvard University
Clemens Winkler,,Freiberg University of Mining and Technology
Clemens van Blitterswijk,,Leiden University
Clement A. Riley,,Boston College
Clement Adebamowo,,University of Jos
Clement Alexander Price,,Rutgers University–New Brunswick
Clement Attlee,,University College Oxford
Clement Bowman,,University of Toronto
Clement Claiborne Clay,,University of Virginia School of Law
Clement Comer Clay,,University of Tennessee
Clement D. Child,,Cornell University
Clement Eaton,,University of Kentucky
Clement Finch,,University of Rochester
Clement Francis Cornwall,,University of Cambridge
Clement Haynsworth,,Harvard Law School
Clement J. Zablocki,,Marquette University
Clement Kofi Humado,,University of Ghana
Clement Laird Brumbaugh,,National Normal University
Clement Lincoln Bouvé,,Harvard Law School
Clement Maosa,,University of Limpopo
Clement Thornton Hallam,,Bedford Modern School
Clement Vallandigham,,Washington & Jefferson College
Clement Walker Andrews,,Harvard University
Clementa C. Pinckney,,Wesley Theological Seminary
Clemente Sanchez ,,New Mexico Highlands University
Clements Markham,,Cheam School
Clemmie Spangler,,Harvard University
Cleo Loi,,University of Sydney
Cleo Powell,,Juris Doctor
Cleon F. Thompson,,North Carolina Central University
Cleon Turner,,Suffolk University Law School
Cleopatra Tucker,,Tennessee State University
Cleta Mitchell,,Bachelor of Arts
Clete Blakeman,,University of Nebraska–Lincoln
Cletus Madsen,,Accademia Nazionale di Santa Cecilia
Cleve Benedict,,Princeton University
Cleve Moler,,Stanford University
Cleveland Abbe,,Master of Arts
Cleveland Amory,,Harvard University
Cleveland Dear,,Paul M. Hebert Law Center
Cleveland Hoadley Dodge,,Princeton University
Cleveland Moffett,,Yale College
Clif Moore,,Warren National University
Cliff Ammons,,Stephen F. Austin State University
Cliff Asness,,Booth School of Business
Cliff Finch,,University of Mississippi School of Law
Cliff Hawkins,,Unley High School
Cliff Hite,,University of Kentucky
Cliff Jones ,,University of Oxford
Cliff Osmond,,University of California Los Angeles
Cliff Robertson,,La Jolla High School
Cliff Robertson,,Antioch College
Cliff Rosenberger,,Wright State University
Cliff Stearns,,George Washington University
Cliff Viner,,Wharton School of the University of Pennsylvania
Clifford A. Henricksen,,meche.php
Clifford A. Henricksen,,Union College
Clifford A. Pickover,,Franklin & Marshall College
Clifford A. Wolff,,University of Florida
"Clifford Alexander, Jr.",,Harvard University
Clifford Allen,,Cumberland School of Law
"Clifford Allen, 1st Baron Allen of Hurtwood",,Peterhouse Cambridge
Clifford Barker,,Oriel College Oxford
Clifford Bayer,,Boise State University
Clifford Berry,,Iowa State University
Clifford Boulton,,St John's College Oxford
Clifford Clogg,,University of Chicago
Clifford Cocks,,University of Cambridge
Clifford Davis ,,University of Mississippi School of Law
Clifford Dupont,,Clare College Cambridge
Clifford Durr,,University of Alabama
Clifford F. Brown,,University of Notre Dame
Clifford Geertz,,Harvard University
Clifford Hart,,University of Mary Washington
Clifford Hildreth,,University of Kansas
Clifford M. Hardin,,Michigan State University
Clifford Marshall,,Suffolk University
Clifford McNulty,,University of Florida
Clifford Milburn Holland,,Harvard University
Clifford Nass,,Master of Arts
Clifford Nelson Fyle,,Durham University
Clifford P. Case,,Rutgers University
Clifford Sobel,,Bachelor's degree
Clifford Stein,,Princeton University
Clifford Stoll,,University at Buffalo
Clifford Tabin,,University of Chicago
Clifford Taubes,,Harvard University
Clifford Taylor,,University of Michigan
Clifford Victor Johnson,,University of Southampton
Clifford W. Crouch,,Cornell University
Clifford Walker,,University of Georgia
Clifford Whittingham Beers,,Yale University
Clifford William Robinson,,Mount Allison University
Clifford Wright ,,University of Wales
Clifford Wright ,,University of Saskatchewan
Clifford Y. Stephens,,Iowa State University
Clift Tsuji,,University of Hawaii at Manoa
Clifton A. Woodrum,,VCU Medical Center
Clifton C. Edom,,University of Missouri
Clifton Daggett Gray,,Harvard University
Clifton Fadiman,,Columbia University
Clifton Maloney,,Harvard Business School
Clifton Nicholson,,Purdue University
"Clifton Reginald Wharton, Sr.",,Boston University School of Law
Clifton Wrottesley,,Eton College
Clint Ballinger,,University of Cambridge
Clint Bolick,,Drew University
Clint Bolick,,UC Davis School of Law
Clint Formby,,University of Basel
"Clint Murchison, Jr.",,Duke University
Clint Stennett,,Idaho State University
Clint Zweifel,,University of Missouri–St. Louis
Clinton Davisson,,University of Chicago
Clinton Kelly ,,Medill School of Journalism
Clinton LeSueur,,Rust College
Clinton Pattea,,Northern Arizona University
Clinton Presba Anderson,,Dakota Wesleyan University
Clinton Scollard,,Harvard University
Clive Anderson,,Law degree
Clive Anderson,,Selwyn College Cambridge
Clive Betts,,Pembroke College Cambridge
Clive Brook,,Dulwich College
Clive Calver,,London School of Theology
Clive Davis,,Harvard Law School
Clive Dunn,,Sevenoaks School
Clive Dunn,,Italia Conti Academy of Theatre Arts
Clive Evatt,,Royal Military College Duntroon
Clive Finlayson,,University of Leicester
Clive Forster-Cooper,,Trinity College Cambridge
Clive Granger,,University of Nottingham
Clive Gregory,,Queens' College Cambridge
Clive Handford,,Hatfield College Durham
Clive L. DuVal II,,Bachelor of Laws
Clive Lewis ,,University of Bradford
Clive Loader,,The Judd School
Clive Myrie,,University of Sussex
Clive Owen,,Royal Academy of Dramatic Art
Clive Palmer,,University of Queensland
"Clive Soley, Baron Soley",,University of Strathclyde
Clive Stafford Smith,,University of North Carolina at Chapel Hill
Clive Tyldesley,,University of Nottingham
Clive Uhr,,University of Sydney
"Clive Wigram, 1st Baron Wigram",,Royal Military Academy Woolwich
Clive Williams ,,University of Melbourne
Clive Young,,St John's College Durham
Clodomiro Picado Twight,,University of Paris
Clodoveo Ferri,,University of Pisa
Cloris Leachman,,Illinois State University
Clotilde de Vaux,,Maison d'éducation de la Légion d'honneur
Clover Moore,,University of Sydney
Clovis-Thomas Richard,,University of St. Joseph's College
"Clovis Watson, Jr.",,Northcentral University
Cloé Madanes,,Buenos Aires
C.C. Chapman,,Bentley University
C.J. Allen ,,Trent University
C.J. Obasi,,University of Nigeria Nsukka
C.K. Gandhirajan,,Sardar Vallabhbhai Patel National Police Academy
C.R. Neelakandan,,Government Engineering College Thrissur
C. A. Dharmapala,,Nalanda College Colombo
C. A. Robins,,Rush Medical College
C. A. W. Jeekel,,University of Amsterdam
C. A. White,,New College Oxford
C. Allen Foster,,Harvard Law School
C. Allen Parker,,Columbia Law School
C. Allen Thorndike Rice,,University of Oxford
C. Allin Cornell,,Stanford University
C. Arden Pope,,Brigham Young University
C. Arnold Beevers,,University of Liverpool
C. B. Bhave,,Jabalpur Engineering College
C. B. Embry,,Kentucky Wesleyan College
C. B. Forgotston,,Newellton High School
C. B. Macpherson,,University of Toronto
C. B. van Niel,,Delft University of Technology
C. Balasingham,,Mahajana College Tellippalai
C. Basavalingaiah,,National School of Drama
C. Bette Wimbish,,Florida A&M University
C. Boyden Gray,,University of North Carolina School of Law
C. Brian Haselgrove,,University of Cambridge
C. Chapin Cutler,,Worcester Polytechnic Institute
C. Coomaraswamy,,Royal College Colombo
C. D. B. Bryan,,Berkshire School
C. D. Davidsmeyer,,Miami University
C. D. Deshmukh,,University of Cambridge
C. Dale Young,,Boston College
C. Daniel Clemente,,Georgetown University Law Center
C. David Baker,,University of California Irvine
C. Dean Metropoulos,2.4E9,Babson College
C. Delisle Burns,,Christ's College Cambridge
C. Delores Tucker,,Temple University
C. Douglass Buck,,University of Pennsylvania
C. E. %22Cap%22 Barham,,Paul M. Hebert Law Center
C. E. Anandarajah,,St. John's College Jaffna
C. E. Byrd,,University of Virginia
C. E. Wynn-Williams,,Bangor University
C. Ellis Moore,,Moritz College of Law
C. Eugene Steuerle,,University of Wisconsin–Madison
C. Everett Koop,,Weill Cornell Medicine
C. F. Nelson Pratt,,Boston University School of Law
C. F. Powell,,University of Cambridge
C. Frank Figliuzzi,,University of Connecticut School of Law
C. Fred Bentley,,University of Minnesota
C. Fred Jones,,University of Florida
C. G. Grey,,Crystal Palace School
C. G. Somiah,,Loyola College Chennai
C. G. W. French,,Brown University
C. H. %22Sammy%22 Downs,,Louisiana College
C. H. D. Buys Ballot,,Utrecht University
C. H. Douglas,,University of Cambridge
C. H. Patterson,,University of Chicago
C. H. Sisson,,University of Bristol
C. H. Waddington,,University of Cambridge
C. Harding Walker,,University of Virginia
C. J. Bolin,,C. E. Byrd High School
C. J. Stevens,,Central Connecticut State University
C. J. T. Thamotheram,,Ceylon University College
C. J. van Rijsbergen,,University of Cambridge
C. Jane Kendrick,,Behavioural sciences
C. Jasper Bell,,University of Missouri
C. K. Jain,,University of Allahabad
C. K. Prahalad,,Harvard Business School
C. K. Raut,,University of Cambridge
C. K. Stead,,Mount Albert Grammar School
C. K. Stead,,Master of Arts
C. K. Thakker,,Gujarat University
C. K. Williams,,Columbia High School (New Jersey)
C. K. Williams,,University of Pennsylvania
"C. Kenneth Dodd, Jr.",,University of Kentucky
C. Kenneth Waters,,Indiana University
C. Kevin Boyce,,Harvard University
C. Kumar N. Patel,,College of Engineering Pune
C. L. David,,University of Copenhagen
C. L. V. Jayathilake,,Royal College Colombo
C. Leonard Allen,,Harding School of Theology
C. Livingstone,,Madras Christian College
C. Loganathan,,Victoria College Chulipuram
C. Loring Brace,,Harvard University
C. Madhava Reddy,,Osmania University
C. Maxwell Stanley,,Hydraulic engineering
C. Michael Harper,,University of Chicago
C. Michael Ryer,,University of Toronto
C. Mohan,,Indian Institute of Technology Madras
C. N. R. Rao,,University of Mysore
C. N. S. Iyengar,,University of Calcutta
C. Nagalingam,,Royal College Colombo
C. Narayana Reddy,,Osmania University
C. Natesa Mudaliar,,Presidency College Chennai
C. Northcote Parkinson,,University of Cambridge
C. O'Conor Goolrick,,University of Virginia School of Law
C. O. Karunakaran,,Madras Medical College
"C. O. Simpkins, Sr.",,Tennessee State University
C. Odumegwu Ojukwu,,CMS Grammar School Lagos
C. Olin Ball,,George Washington University
C. P. Gurnani,,National Institute of Technology Rourkela
C. P. Lyons,,University of British Columbia
C. P. Rajendran,,University of Kerala
C. P. Ramanujam,,Tata Institute of Fundamental Research
C. P. Ramaswami Iyer,,Presidency College Chennai
C. P. Scott,,Corpus Christi College Oxford
C. P. Snow,,University of Leicester
C. P. de Silva,,Ceylon University College
C. Pat Taylor,,University of Tennessee at Martin
C. Pope Caldwell,,University of Texas School of Law
C. R. Cheney,,Wadham College Oxford
C. R. De Silva,,Royal College Colombo
C. R. Hagen,,Master of Science
Cluny MacPherson,,McGill University
Clyda Stokes Rent,,Florida State University
Clyde A. Duniway,,Harvard University
Clyde A. Wilson,,Texas Department of Public Safety
Clyde De Vinna,,University of Arkansas
Clyde E. Keeler,,Harvard University
Clyde Evans,,University of Southern Mississippi
"Clyde F. Bel, Jr.",,Jesuit High School (New Orleans)
Clyde Fant,,East Texas Baptist University
Clyde H. Hamilton,,George Washington University Law School
Clyde Holding,,University of Melbourne
Clyde Kersey,,Indiana University
Clyde Kimball,,Louisiana State University
Clyde Kluckhohn,,University of Wisconsin–Madison
"Clyde N. Baker, Jr.",,William and Mary
Clyde Packer,,Geelong Grammar School
Clyde T. Bowers,,University of Richmond
Clyde T. Ellis,,University of Arkansas
Clyde Tolson,,George Washington University Law School
Clyde Wahrhaftig,,Harvard University
Clymer Wright,,University of Southern Mississippi
Cláudio Manuel da Costa,,University of Coimbra
Clèmerson Merlin Clève,,Federal University of Paraná
Clément-Charles Sabrevois de Bleury,,Collège de Montréal
Clément Gascon,,McGill University
Clímaco Calderón,,Del Rosario University
Clóvis de Barros Filho,,University of São Paulo
Co Verdaas,,Urban planning
Cobus Kellermann,,Stellenbosch University
Coby Bell,,San Jose State University
Coching Chu,,Harvard University
Codrin Țapu,,University of Bucharest
Codrington Edmund Carrington,,Winchester College
Cody Calafiore,,Temple University
Cody Horlacher,,Marquette University Law School
Cody Keenan,,John F. Kennedy School of Government
Cody Lassen,,DePaul University
Cody Willard,,University of New Mexico
Cody Wilson,,University of Central Arkansas
Coe I. Crawford,,University of Iowa
Coelho Neto,,University of São Paulo
Coen van Vrijberghe de Coningh,,Theaterschool
Coenraad Bron,,Utrecht University
Cofer Black,,University of Southern California
Cokie Roberts,,Wellesley College
Col Bennett,,University of Queensland
Colby Cooper,,Bachelor of Arts
Cole C. Kingseed,,University of Dayton
Cole Durham,,Harvard University
Cole Harris,,University of Wisconsin–Madison
Cole McNary,,Saint Louis University
Coleen Rooney,,St John Bosco Arts College
Coleman Charlton,,Doctor of Philosophy
Coleman Dupont Donaldson,,Rensselaer Polytechnic Institute
Coleman Griffith,,University of Illinois at Urbana–Champaign
Coleman Lindsey,,Louisiana State University
Coleman Livingston Blease,,Georgetown University
Coleman W. Avery,,University of Cincinnati College of Law
Colette Fitzpatrick,,Dublin Institute of Technology
Colette Inez,,Hunter College
Colette Khoury,,French literature
Colette Khoury,,Damascus University
Colette Rossant,,Sorbonne
Colgate Darden,,Columbia Law School
Colin Allan,,Magdalene College Cambridge
Colin Angle,,Master of Science
Colin Barnett,,University of Western Australia
Colin Bennetts,,Jesus College Cambridge
Colin Beyer,,Victoria University of Wellington
Colin Blakemore,,University of Cambridge
Colin Bonini,,Wesley College (Delaware)
"Colin Boyd, Baron Boyd of Duncansby",,University of Edinburgh
Colin Buchanan ,,Lincoln College Oxford
Colin Burgon,,University of Huddersfield
Colin Callender,,University of East Anglia
Colin Camerer,,Johns Hopkins University
"Colin Campbell, Lord Malcolm",,University of Dundee
Colin Campbell ,,University of Toronto
Colin Campbell ,,St Paul's School London
Colin Challen,,University of Hull
Colin Cherry,,City University London
Colin Clark ,,University of Oxford
Colin Day,,Cornell University
Colin Dexter,,Christ's College Cambridge
Colin Docker,,University of Birmingham
Colin Drummond,,Harvard Business School
Colin Dunne,,University of Warwick
Colin Eaborn,,Bangor University
Colin Eglin,,University of Cape Town
Colin Evans ,,Britannia Royal Naval College
Colin Fletcher ,,Trinity College Oxford
Colin Ford ,,University College Oxford
Colin Fox ,,National Theatre School of Canada
Colin François Lloyd Austin,,Lycée Lakanal
Colin Fraser ,,Carleton University
Colin Groves,,UCL Medical School
Colin Harrison ,,University of Iowa
Colin Harvey ,,Bath Spa University
Colin Hollis,,University of New England (Australia)
Colin Humphreys,,Imperial College London
Colin J. Gillespie,,University of Melbourne
Colin J. N. Wilson,,Imperial College London
Colin James ,,King's College Cambridge
Colin Jordan,,Sidney Sussex College Cambridge
Colin Jost,,Harvard University
Colin Lamont ,,University of Queensland
Colin Lucas,,Lincoln College Oxford
Colin M. Simpson,,University of Wyoming
Colin MacCabe,,University of Cambridge
Colin MacDougall,,University of Michigan
Colin Maclaurin,,University of Glasgow
Colin Mawby,,Royal College of Music
Colin McAdam ,,University of Cambridge
Colin McGinn,,University of Manchester
Colin Moodie,,University of Adelaide
Colin Morgan,,Integrated College Dungannon
"Colin Moynihan, 4th Baron Moynihan",,University College Oxford
Colin Nichols,,University of Leeds
Colin Nicholson,,University of Auckland
Colin P. Smith,,University of Southampton
Colin Pickthall,,Lancaster University
Colin Pillinger,,Swansea University
Colin Pittendrigh,,Durham University
Colin Powell,,City College of New York
Colin S. Bruce,,University of Illinois at Urbana–Champaign
Colin Salmon,,Ashcroft High School
Colin Scott ,,Queens' College Cambridge
Colin Slee,,St Augustine's College Canterbury
Colin Spedding,,University of London
"Colin Sutherland, Lord Carloway",,University of Edinburgh
Colin Thain,,University of Manchester
"Colin Tyre, Lord Tyre",,University of Edinburgh
Colin Van Ostern,,Tuck School of Business
Colin Welford,,Brasenose College Oxford
Colin Winter,,Ely Theological College
Colleen Bell,,Sweet Briar College
Colleen Burton,,California State University Sacramento
Colleen Clinkenbeard,,Florida State University
Colleen Dominguez,,Bachelor of Arts
Colleen Fletcher,,Henley College Coventry
Colleen Garry,,Suffolk University Law School
Colleen Gleason,,University of Michigan
Colleen Hanabusa,,University of Hawaii at Manoa
Colleen Hoover,,Social work
Colleen Hoover,,Texas A&M University–Commerce
Colleen J. McElroy,,Kansas State University
